sample_id,clean_lead,corrupt_lead,shared_suffix
codecontests_java_612,Edit,Build, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_613,Directly implement,Independently develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_613,Edit,Design, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_614,Write,Build, out the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_614,Prefill,Formulate, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_615,Direct,Careful,ly implement the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_615,Prefill,Formulate, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_616,Create,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_616,Append,Design, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_617,Directly implement,Manually develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_617,Prefill,Formulate, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_618,Insert,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_618,Appen,Buil,d the function body in solve.java based on the function definition and docstring below:
codecontests_java_619,Appen,Buil,d the function body in solve.java based on the function definition and docstring below:
codecontests_java_620,Edi,Craf,t the function body in solve.java based on the function definition and docstring below:
codecontests_java_622,Properly add,Properly develop, the function body in solve.java based on the function definition and docstring below:
codecontests_java_623,Directly implement,Independently develop, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_624,Write,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_625,Appen,Buil,d the function body in solve.java based on the function definition and docstring below:
codecontests_java_626,Paste,Supply, the function body in solve.java based on the function definition and docstring below:
codecontests_java_627,Prefill,Formulate, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_629,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_java_629,Prefill,Formulate, the function body in solve.java based on the function definition and docstring below:
codecontests_cpp_631,Finaliz,Formulat,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_632,Create,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_633,Prepare,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_634,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_635,Edit,Design, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_638,Insert,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_639,Save,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_640,Write,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_641,Save,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_642,Prepare,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_643,Prepare,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_644,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_645,Append,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_647,Create,Design, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_648,Edit,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_649,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_652,Prefill,Formulate, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_655,Inser,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_656,Edit,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_657,Insert,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_658,Write,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_660,Write,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_661,Write,Build, out the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_665,Prefill,Devise, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_666,Paste,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_667,Finaliz,Formulat,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_669,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_670,Save,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_671,Prepare,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_672,Prefill,Formulate, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_673,Sav,Compos,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_674,Finaliz,Formulat,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_676,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_677,Edit,Design, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_678,Write,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_679,Prepare,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_682,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_683,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_685,Prefill,Devise, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_687,Insert,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_689,Edit,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_690,Finaliz,Formulat,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_692,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_693,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_694,Create,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_697,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_698,Prefill,Devise, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_699,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_700,Insert,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_701,Prepare,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_702,Append,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_705,Paste,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_707,Create,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_708,Prefill,Devise, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_709,Insert,Design, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_710,Paste,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_711,Appen,Buil,d the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_713,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_714,Appen,Buil,d the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_717,Create,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_719,Insert,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_721,Save,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_722,Edit,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_724,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_725,Paste,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_728,Append,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_729,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_730,Paste,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_731,Append,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_736,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_737,Write,Build, out the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_739,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_740,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_741,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_742,Prefill,Formulate, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_743,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_745,Write,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_747,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_749,Insert,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_750,Inser,Implemen,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_752,Save,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_753,Save,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_754,Write,Build, out the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_755,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_756,Appen,Buil,d the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_757,Save,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_758,Appen,Buil,d the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_760,Prefill,Devise, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_762,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_764,Append,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_765,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_766,Insert,Design, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_767,Inser,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_769,Edit,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_770,Paste,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_772,Edit,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_773,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_776,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_778,Write,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_781,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_782,Finaliz,Devis,e the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_783,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_785,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_786,Edit,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_787,Prepare,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_789,Prefill,Formulate, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_790,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_791,Append,Supply, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_793,Edit,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_795,Prefill,Devise, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_797,Prepare,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_798,Write,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_799,Append,Craft, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_800,Edit,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_801,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_802,Edit,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_803,Inser,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_804,Prepare,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_805,Write,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_806,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_807,Edi,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_808,Insert,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_810,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_813,Write,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_814,Edit,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_815,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_816,Create,Develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_817,Paste,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_818,Edi,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_819,Inser,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_820,Write,Author, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_821,Inser,Craf,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_822,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_823,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_824,Inser,Implemen,t the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_825,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_826,Append,Compose, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_828,Save,Build, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_829,Create,Implement, the function body in solve.cpp based on the function definition and docstring below:
codecontests_cpp_830,Properly add,Properly develop, the function body in solve.cpp based on the function definition and docstring below:
